Product Pair,Frequency
"('Anker Astro 15000mAh USB Portable Charger', 'Panasonic KP-380BK Classic Electric Pencil Sharpener')",1
"('Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms', 'Panasonic KP-380BK Classic Electric Pencil Sharpener')",1
"('Bevis 36 x 72 Conference Tables', 'Harmony Air Purifier')",1
"('Bevis 36 x 72 Conference Tables', 'Newell 314')",1
"('Harmony Air Purifier', 'Newell 314')",1
"('Avery Durable Slant Ring Binders', 'Logitech B530 USB\xa0Headset\xa0-\xa0headset\xa0- Full size, Binaural')",1
"('Avery Durable Slant Ring Binders', 'Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream')",1
"('Logitech B530 USB\xa0Headset\xa0-\xa0headset\xa0- Full size, Binaural', 'Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream')",1
"('Howard Miller 13"" Diameter Goldtone Round Wall Clock', 'Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive')",1
"('Avery 481', 'Logitech M510 Wireless Mouse')",1
"('Avery 481', 'Storex Dura Pro Binders')",1
"('Avery 481', 'iOttie XL Car Mount')",1
"('Logitech M510 Wireless Mouse', 'Storex Dura Pro Binders')",1
"('Logitech M510 Wireless Mouse', 'iOttie XL Car Mount')",1
"('Storex Dura Pro Binders', 'iOttie XL Car Mount')",1
"('Maxell\xa0LTO Ultrium - 800 GB', 'Model L Table or Wall-Mount Pencil Sharpener')",1
"('Maxell\xa0LTO Ultrium - 800 GB', 'Xerox 220')",1
"('Model L Table or Wall-Mount Pencil Sharpener', 'Xerox 220')",1
"('Anker Astro 15000mAh USB Portable Charger', 'Avery Premier Heavy-Duty Binder with Round Locking Rings')",1
"('Anker Astro 15000mAh USB Portable Charger', 'Balt Split Level Computer Training Table')",1
"('Anker Astro 15000mAh USB Portable Charger', 'Career Cubicle Clock, 8 1/4"", Black')",1
"('Anker Astro 15000mAh USB Portable Charger', 'Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box')",1
"('Anker Astro 15000mAh USB Portable Charger', 'Harbour Creations 67200 Series Stacking Chairs')",1
"('Anker Astro 15000mAh USB Portable Charger', 'Xerox 202')",1
"('Avery Premier Heavy-Duty Binder with Round Locking Rings', 'Balt Split Level Computer Training Table')",1
"('Avery Premier Heavy-Duty Binder with Round Locking Rings', 'Career Cubicle Clock, 8 1/4"", Black')",1
"('Avery Premier Heavy-Duty Binder with Round Locking Rings', 'Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box')",1
"('Avery Premier Heavy-Duty Binder with Round Locking Rings', 'GBC Prestige Therm-A-Bind Covers')",1
"('Avery Premier Heavy-Duty Binder with Round Locking Rings', 'Harbour Creations 67200 Series Stacking Chairs')",1
"('Avery Premier Heavy-Duty Binder with Round Locking Rings', 'Xerox 202')",1
"('Balt Split Level Computer Training Table', 'Career Cubicle Clock, 8 1/4"", Black')",1
"('Balt Split Level Computer Training Table', 'Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box')",1
"('Balt Split Level Computer Training Table', 'GBC Prestige Therm-A-Bind Covers')",1
"('Balt Split Level Computer Training Table', 'Harbour Creations 67200 Series Stacking Chairs')",1
"('Balt Split Level Computer Training Table', 'Xerox 202')",1
"('Career Cubicle Clock, 8 1/4"", Black', 'Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box')",1
"('Career Cubicle Clock, 8 1/4"", Black', 'GBC Prestige Therm-A-Bind Covers')",1
"('Career Cubicle Clock, 8 1/4"", Black', 'Harbour Creations 67200 Series Stacking Chairs')",1
"('Career Cubicle Clock, 8 1/4"", Black', 'Xerox 202')",1
"('Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box', 'GBC Prestige Therm-A-Bind Covers')",1
"('Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box', 'Harbour Creations 67200 Series Stacking Chairs')",1
"('Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box', 'Xerox 202')",1
"('GBC Prestige Therm-A-Bind Covers', 'Harbour Creations 67200 Series Stacking Chairs')",1
"('GBC Prestige Therm-A-Bind Covers', 'Xerox 202')",1
"('Harbour Creations 67200 Series Stacking Chairs', 'Xerox 202')",1
"('Boston 16765 Mini Stand Up Battery Pencil Sharpener', 'Newell 33')",1
"('Microsoft Natural Ergonomic Keyboard 4000', 'Newell 33')",1
"('DAX Wood Document Frame.', 'Prang Drawing Pencil Set')",1
"('DAX Wood Document Frame.', 'REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages')",1
"('DAX Wood Document Frame.', 'Woodgrain Magazine Files by Perma')",1
"('Prang Drawing Pencil Set', 'REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages')",1
"('Prang Drawing Pencil Set', 'Woodgrain Magazine Files by Perma')",1
"('REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages', 'Woodgrain Magazine Files by Perma')",1
"('Avery 52', 'Bretford Rectangular Conference Table Tops')",1
"('Avery 52', 'Xerox 231')",1
"('Bretford Rectangular Conference Table Tops', 'Xerox 231')",1
"('American Pencil', 'Avery Flip-Chart Easel Binder, Black')",1
"(""Acco Six-Outlet Power Strip, 4' Cord Length"", 'Advantus T-Pin Paper Clips')",1
"(""Acco Six-Outlet Power Strip, 4' Cord Length"", 'Eldon Portable Mobile Manager')",1
"(""Acco Six-Outlet Power Strip, 4' Cord Length"", 'Mitel MiVoice 5330e IP Phone')",1
"(""Acco Six-Outlet Power Strip, 4' Cord Length"", 'Newell 344')",1
"('Advantus T-Pin Paper Clips', 'Eldon Portable Mobile Manager')",1
"('Advantus T-Pin Paper Clips', 'Mitel MiVoice 5330e IP Phone')",1
"('Advantus T-Pin Paper Clips', 'Newell 344')",1
"('Eldon Portable Mobile Manager', 'Mitel MiVoice 5330e IP Phone')",1
"('Eldon Portable Mobile Manager', 'Newell 344')",1
"('Mitel MiVoice 5330e IP Phone', 'Newell 344')",1
"('Deflect-o Glass Clear Studded Chair Mats', 'GBC Wire Binding Combs')",1
"('Deflect-o Glass Clear Studded Chair Mats', 'Safco Steel Mobile File Cart')",1
"('GBC Wire Binding Combs', 'Safco Steel Mobile File Cart')",1
"('Avery Poly Binder Pockets', 'Catalog Binders with Expanding Posts')",1
"('Green Canvas Binder for 8-1/2"" x 14"" Sheets', 'Newell 323')",1
"('Xerox 1893', 'Xerox 1939')",1
"('AT&T 841000 Phone', 'Boston 19500 Mighty Mite Electric Pencil Sharpener')",1
"('AT&T 841000 Phone', 'C-Line Magnetic Cubicle Keepers, Clear Polypropylene')",1
"('AT&T 841000 Phone', 'Cardinal EasyOpen D-Ring Binders')",1
"('AT&T 841000 Phone', 'DXL Angle-View Binders with Locking Rings by Samsill')",1
"('AT&T 841000 Phone', 'GBC Instant Report Kit')",1
"('Boston 19500 Mighty Mite Electric Pencil Sharpener', 'C-Line Magnetic Cubicle Keepers, Clear Polypropylene')",1
"('Boston 19500 Mighty Mite Electric Pencil Sharpener', 'Cardinal EasyOpen D-Ring Binders')",1
"('Boston 19500 Mighty Mite Electric Pencil Sharpener', 'DXL Angle-View Binders with Locking Rings by Samsill')",1
"('Boston 19500 Mighty Mite Electric Pencil Sharpener', 'GBC Instant Report Kit')",1
"('C-Line Magnetic Cubicle Keepers, Clear Polypropylene', 'Cardinal EasyOpen D-Ring Binders')",1
"('C-Line Magnetic Cubicle Keepers, Clear Polypropylene', 'DXL Angle-View Binders with Locking Rings by Samsill')",1
"('C-Line Magnetic Cubicle Keepers, Clear Polypropylene', 'GBC Instant Report Kit')",1
"('Cardinal EasyOpen D-Ring Binders', 'DXL Angle-View Binders with Locking Rings by Samsill')",1
"('Cardinal EasyOpen D-Ring Binders', 'GBC Instant Report Kit')",1
"('DXL Angle-View Binders with Locking Rings by Samsill', 'GBC Instant Report Kit')",1
"(""Acco Six-Outlet Power Strip, 4' Cord Length"", 'Ibico EB-19 Dual Function Manual Binding System')",1
"(""Acco Six-Outlet Power Strip, 4' Cord Length"", 'Jensen SMPS-640 -\xa0speaker phone')",1
"('Ibico EB-19 Dual Function Manual Binding System', 'Jensen SMPS-640 -\xa0speaker phone')",1
"('Aastra 6757i CT Wireless VoIP phone', 'Fellowes PB300 Plastic Comb Binding Machine')",1
"('Berol Giant Pencil Sharpener', 'Bush Westfield Collection Bookcases, Fully Assembled')",1
"('Berol Giant Pencil Sharpener', 'Cardinal Holdit Business Card Pockets')",1
"('Berol Giant Pencil Sharpener', 'Newell 35')",1
"('Berol Giant Pencil Sharpener', 'Nortel Networks T7316 E Nt8 B27')",1
"('Berol Giant Pencil Sharpener', 'Premier Electric Letter Opener')",1
"('Berol Giant Pencil Sharpener', 'Regeneration Desk Collection')",1
"('Bush Westfield Collection Bookcases, Fully Assembled', 'Cardinal Holdit Business Card Pockets')",1
"('Bush Westfield Collection Bookcases, Fully Assembled', 'Newell 35')",1
"('Bush Westfield Collection Bookcases, Fully Assembled', 'Nortel Networks T7316 E Nt8 B27')",1
"('Bush Westfield Collection Bookcases, Fully Assembled', 'Premier Electric Letter Opener')",1
"('Bush Westfield Collection Bookcases, Fully Assembled', 'Regeneration Desk Collection')",1
"('Cardinal Holdit Business Card Pockets', 'Newell 35')",1
"('Cardinal Holdit Business Card Pockets', 'Nortel Networks T7316 E Nt8 B27')",1
"('Cardinal Holdit Business Card Pockets', 'Premier Electric Letter Opener')",1
"('Cardinal Holdit Business Card Pockets', 'Regeneration Desk Collection')",1
"('Newell 35', 'Nortel Networks T7316 E Nt8 B27')",1
"('Newell 35', 'Premier Electric Letter Opener')",1
"('Newell 35', 'Regeneration Desk Collection')",1
"('Nortel Networks T7316 E Nt8 B27', 'Premier Electric Letter Opener')",1
"('Nortel Networks T7316 E Nt8 B27', 'Regeneration Desk Collection')",1
"('Premier Electric Letter Opener', 'Regeneration Desk Collection')",1
"('File Shuttle I and Handi-File', 'Xerox 1930')",1
"('Newell 311', 'Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset')",1
"('Newell 311', 'Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""')",1
"('Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset', 'Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""')",1
"('Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection', 'Ibico Plastic and Wire Spiral Binding Combs')",1
"('Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection', 'Tennsco Commercial Shelving')",1
"('Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection', 'Xerox 211')",1
"('Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection', 'Xerox 221')",1
"('Ibico Plastic and Wire Spiral Binding Combs', 'Tennsco Commercial Shelving')",1
"('Ibico Plastic and Wire Spiral Binding Combs', 'Xerox 211')",1
"('Ibico Plastic and Wire Spiral Binding Combs', 'Xerox 221')",1
"('Tennsco Commercial Shelving', 'Xerox 211')",1
"('Tennsco Commercial Shelving', 'Xerox 221')",1
"('Xerox 211', 'Xerox 221')",1
"('Bush Cubix Collection Bookcases, Fully Assembled', 'Newell 34')",1
"('Bush Cubix Collection Bookcases, Fully Assembled', 'Staples')",1
"('Cardinal HOLDit! Binder Insert Strips,Extra Strips', 'Xerox 1887')",1
"('Cardinal HOLDit! Binder Insert Strips,Extra Strips', 'Xerox 1931')",1
"('Xerox 1887', 'Xerox 1931')",1
"('Canvas Sectional Post Binders', 'Newell 332')",1
"('Hon Multipurpose Stacking Arm Chairs', 'Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book')",1
"('Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood', 'Eureka The Boss Cordless Rechargeable Stick Vac')",1
"('Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood', 'Seth Thomas 14"" Putty-Colored Wall Clock')",1
"('Eureka The Boss Cordless Rechargeable Stick Vac', 'Seth Thomas 14"" Putty-Colored Wall Clock')",1
"('Fellowes Officeware Wire Shelving', 'Iris 3-Drawer Stacking Bin, Black')",1
"('Fellowes Officeware Wire Shelving', 'Panasonic Business\xa0Telephones\xa0KX-T7736')",1
"('Iris 3-Drawer Stacking Bin, Black', 'Panasonic Business\xa0Telephones\xa0KX-T7736')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'Jawbone MINI JAMBOX Wireless Bluetooth Speaker')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'Logitech K350 2.4Ghz Wireless Keyboard')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'Logitech Wireless Marathon Mouse M705')",1
"('Jawbone MINI JAMBOX Wireless Bluetooth Speaker', 'Logitech K350 2.4Ghz Wireless Keyboard')",1
"('Jawbone MINI JAMBOX Wireless Bluetooth Speaker', 'Logitech Wireless Marathon Mouse M705')",1
"('Logitech K350 2.4Ghz Wireless Keyboard', 'Logitech Wireless Marathon Mouse M705')",1
"('Wilson Jones Leather-Like Binders with DublLock Round Rings', 'Xerox 227')",1
"('Digium D40 VoIP phone', 'KeyTronic\xa0E03601U1 -\xa0Keyboard\xa0- Beige')",1
"('Digium D40 VoIP phone', 'Logitech\xa0Illuminated - Keyboard')",1
"('Digium D40 VoIP phone', 'Tennsco Commercial Shelving')",1
"('KeyTronic\xa0E03601U1 -\xa0Keyboard\xa0- Beige', 'Logitech\xa0Illuminated - Keyboard')",1
"('KeyTronic\xa0E03601U1 -\xa0Keyboard\xa0- Beige', 'Tennsco Commercial Shelving')",1
"('Logitech\xa0Illuminated - Keyboard', 'Tennsco Commercial Shelving')",1
"('Eldon 400 Class Desk Accessories, Black Carbon', 'Lexmark 20R1285 X6650 Wireless All-in-One Printer')",1
"(""Global Wood Trimmed Manager's Task Chair, Khaki"", 'Newell Chalk Holder')",1
"(""Global Wood Trimmed Manager's Task Chair, Khaki"", 'Polycom VoiceStation 500 Conference\xa0phone')",1
"(""Global Wood Trimmed Manager's Task Chair, Khaki"", 'Wilson Jones \x93Snap\x94 Scratch Pad Binder Tool for Ring Binders')",1
"('Newell Chalk Holder', 'Polycom VoiceStation 500 Conference\xa0phone')",1
"('Newell Chalk Holder', 'Wilson Jones \x93Snap\x94 Scratch Pad Binder Tool for Ring Binders')",1
"('Polycom VoiceStation 500 Conference\xa0phone', 'Wilson Jones \x93Snap\x94 Scratch Pad Binder Tool for Ring Binders')",1
"('Executive Impressions 14"" Contract Wall Clock', 'Logitech Mobile Speakerphone P710e -\xa0speaker phone')",1
"('Performers Binder/Pad Holder, Black', 'Tennsco Double-Tier Lockers')",1
"('Avery Durable Slant Ring Binders, No Labels', 'Bestar Classic Bookcase')",1
"('Avery Durable Slant Ring Binders, No Labels', 'Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2')",1
"('Bestar Classic Bookcase', 'Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2')",1
"('Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""', 'Advantus Rolling Storage Box')",1
"('Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""', 'Carina 42""Hx23 3/4""W Media Storage Unit')",1
"('Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""', 'WD My Passport Ultra 1TB Portable External Hard Drive')",1
"('Advantus Rolling Storage Box', 'Carina 42""Hx23 3/4""W Media Storage Unit')",1
"('Advantus Rolling Storage Box', 'WD My Passport Ultra 1TB Portable External Hard Drive')",1
"('Carina 42""Hx23 3/4""W Media Storage Unit', 'WD My Passport Ultra 1TB Portable External Hard Drive')",1
"('Convenience Packs of Business Envelopes', 'Newell 343')",1
"('Convenience Packs of Business Envelopes', 'Xerox 1911')",1
"('Newell 343', 'Xerox 1911')",1
"('Rush Hierlooms Collection Rich Wood Bookcases', 'SlimView Poly Binder, 3/8""')",1
"('Cardinal HOLDit! Binder Insert Strips,Extra Strips', 'Panasonic KX-TG6844B Expandable Digital Cordless Telephone')",1
"('Cardinal HOLDit! Binder Insert Strips,Extra Strips', 'Xerox 1924')",1
"('Panasonic KX-TG6844B Expandable Digital Cordless Telephone', 'Xerox 1924')",1
"('Newell 35', 'Xerox 203')",1
"('Logitech Wireless Headset H600 Over-The-Head Design', 'OtterBox Commuter Series Case - iPhone 5 & 5s')",1
"('Logitech Wireless Headset H600 Over-The-Head Design', 'SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h')",1
"('Logitech Wireless Headset H600 Over-The-Head Design', 'Xerox 1885')",1
"('Logitech Wireless Headset H600 Over-The-Head Design', 'Xerox 230')",1
"('OtterBox Commuter Series Case - iPhone 5 & 5s', 'SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h')",1
"('OtterBox Commuter Series Case - iPhone 5 & 5s', 'Xerox 1885')",1
"('OtterBox Commuter Series Case - iPhone 5 & 5s', 'Xerox 230')",1
"('SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h', 'Xerox 1885')",1
"('SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h', 'Xerox 230')",1
"('Xerox 1885', 'Xerox 230')",1
"('Eldon 200 Class Desk Accessories', 'Premium Transparent Presentation Covers by GBC')",1
"('Acme Preferred Stainless Steel Scissors', 'GBC ProClick Punch Binding System')",1
"('Acme Preferred Stainless Steel Scissors', 'Hot File 7-Pocket, Floor Stand')",1
"('Acme Preferred Stainless Steel Scissors', 'Xerox 1991')",1
"('GBC ProClick Punch Binding System', 'Hot File 7-Pocket, Floor Stand')",1
"('GBC ProClick Punch Binding System', 'Xerox 1991')",1
"('Hot File 7-Pocket, Floor Stand', 'Xerox 1991')",1
"('Hon 2090 \x93Pillow Soft\x94 Series Mid Back Swivel/Tilt Chairs', 'Hon 5100 Series Wood Tables')",1
"('Hon 2090 \x93Pillow Soft\x94 Series Mid Back Swivel/Tilt Chairs', 'SanDisk Cruzer 64 GB USB Flash Drive')",1
"('Hon 5100 Series Wood Tables', 'SanDisk Cruzer 64 GB USB Flash Drive')",1
"('Aastra 6757i CT Wireless VoIP phone', 'Acco Suede Grain Vinyl Round Ring Binder')",1
"('Geemarc AmpliPOWER60', 'Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black')",1
"('Howard Miller 13"" Diameter Goldtone Round Wall Clock', 'Logitech Desktop MK120 Mouse and keyboard Combo')",1
"('Howard Miller 13"" Diameter Goldtone Round Wall Clock', 'Prismacolor Color Pencil Set')",1
"('Howard Miller 13"" Diameter Goldtone Round Wall Clock', 'Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle')",1
"('Logitech Desktop MK120 Mouse and keyboard Combo', 'Prismacolor Color Pencil Set')",1
"('Logitech Desktop MK120 Mouse and keyboard Combo', 'Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle')",1
"('Prismacolor Color Pencil Set', 'Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle')",1
"('Jackery Bar Premium Fast-charging Portable Charger', 'Xerox 225')",1
"('Avery 487', 'Companion Letter/Legal File, Black')",1
"('Avery 487', 'Decoflex Hanging Personal Folder File, Blue')",1
"('Avery 487', 'GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs')",1
"('Companion Letter/Legal File, Black', 'Decoflex Hanging Personal Folder File, Blue')",1
"('Companion Letter/Legal File, Black', 'GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs')",1
"('Decoflex Hanging Personal Folder File, Blue', 'GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs')",1
"('Avery Metallic Poly Binders', 'Logitech\xa0LS21 Speaker System - PC Multimedia - 2.1-CH - Wired')",1
"('White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11', 'Wilson Jones Four-Pocket Poly Binders')",1
"('Executive Impressions 13"" Chairman Wall Clock', 'Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back')",1
"('Belkin 19"" Vented Equipment Shelf, Black', ""O'Sullivan Living Dimensions 2-Shelf Bookcases"")",1
"('Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock', 'Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped')",1
"('3M Hangers With Command Adhesive', 'Maxell 4.7GB DVD+R 5/Pack')",1
"('Angle-D Ring Binders', 'Boston 1730 StandUp Electric Pencil Sharpener')",1
"('Angle-D Ring Binders', 'Safco Contoured Stacking Chairs')",1
"('Angle-D Ring Binders', 'TOPS Voice Message Log Book, Flash Format')",1
"('Boston 1730 StandUp Electric Pencil Sharpener', 'Safco Contoured Stacking Chairs')",1
"('Boston 1730 StandUp Electric Pencil Sharpener', 'TOPS Voice Message Log Book, Flash Format')",1
"('Safco Contoured Stacking Chairs', 'TOPS Voice Message Log Book, Flash Format')",1
"('Adjustable Depth Letter/Legal Cart', 'Avery Durable Plastic 1"" Binders')",1
"('Adjustable Depth Letter/Legal Cart', 'Pressboard Data Binders by Wilson Jones')",1
"('Avery Durable Plastic 1"" Binders', 'Pressboard Data Binders by Wilson Jones')",1
"('Acme 10"" Easy Grip Assistive Scissors', 'Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection')",1
"('Dot Matrix Printer Tape Reel Labels, White, 5000/Box', 'GBC White Gloss Covers, Plain Front')",1
"('Dot Matrix Printer Tape Reel Labels, White, 5000/Box', 'GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box')",1
"('Dot Matrix Printer Tape Reel Labels, White, 5000/Box', 'Micro Innovations USB RF Wireless Keyboard with Mouse')",1
"('GBC White Gloss Covers, Plain Front', 'GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box')",1
"('GBC White Gloss Covers, Plain Front', 'Micro Innovations USB RF Wireless Keyboard with Mouse')",1
"('GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box', 'Micro Innovations USB RF Wireless Keyboard with Mouse')",1
"('Logitech G19 Programmable Gaming Keyboard', 'Motorola HK250 Universal Bluetooth Headset')",1
"('Logitech G19 Programmable Gaming Keyboard', 'Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White')",1
"('Motorola HK250 Universal Bluetooth Headset', 'Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White')",1
"('Aluminum Screw Posts', 'Xerox 209')",1
"('Nortel Networks T7316 E Nt8 B27', 'Tensor Computer Mounted Lamp')",1
"('Performers Binder/Pad Holder, Black', 'SAFCO Mobile Desk Side File, Wire Frame')",1
"('Performers Binder/Pad Holder, Black', 'Standard Line \x93While You Were Out\x94 Hardbound Telephone Message Book')",1
"('Performers Binder/Pad Holder, Black', 'Vinyl Sectional Post Binders')",1
"('SAFCO Mobile Desk Side File, Wire Frame', 'Standard Line \x93While You Were Out\x94 Hardbound Telephone Message Book')",1
"('SAFCO Mobile Desk Side File, Wire Frame', 'Vinyl Sectional Post Binders')",1
"('Standard Line \x93While You Were Out\x94 Hardbound Telephone Message Book', 'Vinyl Sectional Post Binders')",1
"('Xerox 1980', 'Xerox 1987')",1
"('Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red', 'Flat Face Poster Frame')",1
"('Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red', 'Global Commerce Series Low-Back Swivel/Tilt Chairs')",1
"('Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red', 'SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine')",1
"('Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red', 'Vtech CS6719')",1
"('Flat Face Poster Frame', 'Global Commerce Series Low-Back Swivel/Tilt Chairs')",1
"('Flat Face Poster Frame', 'SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine')",1
"('Flat Face Poster Frame', 'Vtech CS6719')",1
"('Global Commerce Series Low-Back Swivel/Tilt Chairs', 'SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine')",1
"('Global Commerce Series Low-Back Swivel/Tilt Chairs', 'Vtech CS6719')",1
"('SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine', 'Vtech CS6719')",1
"('Fellowes Advanced Computer Series Surge Protectors', 'Prang Dustless Chalk Sticks')",1
"('Fellowes Advanced Computer Series Surge Protectors', 'Satellite Sectional Post Binders')",1
"('Fellowes Advanced Computer Series Surge Protectors', 'Staples')",1
"('Fellowes Advanced Computer Series Surge Protectors', 'Wirebound Message Book, 4 per Page')",1
"('Prang Dustless Chalk Sticks', 'Satellite Sectional Post Binders')",1
"('Prang Dustless Chalk Sticks', 'Staples')",1
"('Prang Dustless Chalk Sticks', 'Wirebound Message Book, 4 per Page')",1
"('Satellite Sectional Post Binders', 'Wirebound Message Book, 4 per Page')",1
"('Staples', 'Wirebound Message Book, 4 per Page')",1
"('DIXON Oriole Pencils', 'GBC Recycled VeloBinder Covers')",1
"('DIXON Oriole Pencils', 'Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""')",1
"('DIXON Oriole Pencils', 'Wilson Jones Active Use Binders')",1
"('GBC Recycled VeloBinder Covers', 'Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""')",1
"('Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""', 'Wilson Jones Active Use Binders')",1
"('BIC Liqua Brite Liner', 'Ibico Plastic and Wire Spiral Binding Combs')",1
"('BIC Liqua Brite Liner', 'Maxell Pro 80 Minute CD-R, 10/Pack')",1
"('BIC Liqua Brite Liner', 'Staples')",1
"('Ibico Plastic and Wire Spiral Binding Combs', 'Maxell Pro 80 Minute CD-R, 10/Pack')",1
"('Maxell Pro 80 Minute CD-R, 10/Pack', 'Staples')",1
"('Avery 492', 'Bush Somerset Collection Bookcase')",1
"('Avery Hole Reinforcements', 'Rogers Handheld Barrel Pencil Sharpener')",1
"('Avery Hole Reinforcements', 'Staples')",1
"('Rogers Handheld Barrel Pencil Sharpener', 'Staples')",1
"('Prang Colored Pencils', 'Spigen Samsung Galaxy S5 Case Wallet')",1
"('3D Systems Cube Printer, 2nd Generation, White', 'Vinyl Sectional Post Binders')",1
"('3D Systems Cube Printer, 2nd Generation, White', 'Xerox 209')",1
"('Vinyl Sectional Post Binders', 'Xerox 209')",1
"('American Pencil', 'White Envelopes, White Envelopes with Clear Poly Window')",1
"('Logitech K350 2.4Ghz Wireless Keyboard', 'Safco Industrial Shelving')",1
"('Belkin 6 Outlet Metallic Surge Strip', 'Ibico Plastic Spiral Binding Combs')",1
"('Belkin 6 Outlet Metallic Surge Strip', 'Xerox 201')",1
"('Ibico Plastic Spiral Binding Combs', 'Xerox 201')",1
"('3M Organizer Strips', 'Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White')",1
"('3M Organizer Strips', 'Acco 6 Outlet Guardian Standard Surge Suppressor')",1
"('3M Organizer Strips', 'Fellowes Stor/Drawer Steel Plus Storage Drawers')",1
"('3M Organizer Strips', 'Holmes Replacement Filter for HEPA Air Cleaner, Medium Room')",1
"('3M Organizer Strips', 'Imation\xa0Clip USB\xa0flash drive\xa0- 8 GB')",1
"('3M Organizer Strips', 'Logitech G105 Gaming Keyboard')",1
