Product Name,Recommended Product,CoOccurrence,Support,Confidence,Lift
Microsoft Wireless Mobile Mouse 4000,Bevis 44 x 96 Conference Tables,1,0.0002,0.25,250.45
Microsoft Wireless Mobile Mouse 4000,Hon GuestStacker Chair,1,0.0002,0.25,139.14
Microsoft Wireless Mobile Mouse 4000,Logitech Gaming G510s - Keyboard,1,0.0002,0.25,156.53
Microsoft Wireless Mobile Mouse 4000,Fellowes Bankers Box Stor/Drawer Steel Plus,1,0.0002,0.25,104.35
"Mini 13-1/2 Capacity Data Binder Rack, Pearl","BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",1,0.0002,0.2,166.97
"Mini 13-1/2 Capacity Data Binder Rack, Pearl","Global Manager's Adjustable Task Chair, Storm",1,0.0002,0.2,166.97
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,1,0.0002,0.2,333.93
"Mini 13-1/2 Capacity Data Binder Rack, Pearl","Eberhard Faber 3 1/2"" Golf Pencils",1,0.0002,0.2,143.11
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Xerox 1900,1,0.0002,0.2,143.11
Mitel 5320 IP Phone VoIP phone,Belkin F5C206VTEL 6 Outlet Surge,1,0.0002,0.25,178.89
Mitel 5320 IP Phone VoIP phone,Chromcraft Rectangular Conference Tables,1,0.0002,0.25,139.14
Mitel 5320 IP Phone VoIP phone,DXL Angle-View Binders with Locking Rings by Samsill,1,0.0002,0.25,125.22
Mitel 5320 IP Phone VoIP phone,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",1,0.0002,0.25,250.45
Mitel 5320 IP Phone VoIP phone,Konftel 250 Conference phone - Charcoal black,1,0.0002,0.25,313.06
Mitel MiVoice 5330e IP Phone,Fellowes Desktop Hanging File Manager,1,0.0002,0.1111,139.14
Mitel MiVoice 5330e IP Phone,Hon 4070 Series Pagoda Round Back Stacking Chairs,1,0.0002,0.1111,79.51
Mitel MiVoice 5330e IP Phone,Nu-Dell EZ-Mount Plastic Wall Frames,1,0.0002,0.1111,278.28
Mitel MiVoice 5330e IP Phone,Zebra ZM400 Thermal Label Printer,1,0.0002,0.1111,278.28
Mitel MiVoice 5330e IP Phone,Hon 2111 Invitation Series Straight Table,1,0.0002,0.1111,79.51
Mobile Personal File Cube,Tensor Computer Mounted Lamp,1,0.0002,0.2,125.22
Mobile Personal File Cube,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",1,0.0002,0.2,111.31
Mobile Personal File Cube,Assorted Color Push Pins,1,0.0002,0.2,125.22
Mobile Personal File Cube,Bretford CR8500 Series Meeting Room Furniture,1,0.0002,0.2,166.97
Mobile Personal File Cube,KeyTronic E03601U1 - Keyboard - Beige,1,0.0002,0.2,166.97
Model L Table or Wall-Mount Pencil Sharpener,ClearOne CHATAttach 160 - speaker phone,1,0.0002,0.2,250.45
Model L Table or Wall-Mount Pencil Sharpener,Bretford Rectangular Conference Table Tops,1,0.0002,0.2,83.48
Model L Table or Wall-Mount Pencil Sharpener,Fiskars Home & Office Scissors,1,0.0002,0.2,333.93
Model L Table or Wall-Mount Pencil Sharpener,"Global Armless Task Chair, Royal Blue",1,0.0002,0.2,125.22
Model L Table or Wall-Mount Pencil Sharpener,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",1,0.0002,0.2,200.36
Mophie Juice Pack Helium for iPhone,Avery 477,1,0.0002,0.1667,208.71
Mophie Juice Pack Helium for iPhone,Avery Hanging File Binders,1,0.0002,0.1667,139.14
Mophie Juice Pack Helium for iPhone,DYMO CardScan Personal V9 Business Card Scanner,1,0.0002,0.1667,278.28
Mophie Juice Pack Helium for iPhone,"Executive Impressions 10"" Spectator Wall Clock",1,0.0002,0.1667,166.97
Mophie Juice Pack Helium for iPhone,Stacking Trays by OIC,1,0.0002,0.1667,139.14
Motorla HX550 Universal Bluetooth Headset,Fellowes PB200 Plastic Comb Binding Machine,1,0.0002,0.25,139.14
Motorla HX550 Universal Bluetooth Headset,Revere Boxed Rubber Bands by Revere,1,0.0002,0.25,208.71
Motorla HX550 Universal Bluetooth Headset,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",1,0.0002,0.25,104.35
Motorla HX550 Universal Bluetooth Headset,"DAX Copper Panel Document Frame, 5 x 7 Size",1,0.0002,0.25,250.45
Motorla HX550 Universal Bluetooth Headset,Avery 517,1,0.0002,0.25,313.06
Motorola Droid Maxx,Avery Non-Stick Binders,1,0.0002,0.25,62.61
Motorola Droid Maxx,Cisco 8x8 Inc. 6753i IP Business Phone System,1,0.0002,0.25,208.71
Motorola Droid Maxx,GBC Personal VeloBind Strips,1,0.0002,0.25,178.89
Motorola Droid Maxx,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",1,0.0002,0.25,417.42
Motorola Droid Maxx,Globe Weis Peel & Seel First Class Envelopes,1,0.0002,0.25,178.89
Motorola HK250 Universal Bluetooth Headset,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",1,0.0002,0.1111,185.52
Motorola HK250 Universal Bluetooth Headset,Acme Galleria Hot Forged Steel Scissors with Colored Handles,1,0.0002,0.1111,185.52
Motorola HK250 Universal Bluetooth Headset,GBC Recycled VeloBinder Covers,1,0.0002,0.1111,69.57
Motorola HK250 Universal Bluetooth Headset,Logitech G19 Programmable Gaming Keyboard,1,0.0002,0.1111,69.57
Motorola HK250 Universal Bluetooth Headset,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",1,0.0002,0.1111,111.31
Motorola L703CM,Eldon 100 Class Desk Accessories,1,0.0002,0.1667,208.71
Motorola L703CM,Xerox 1903,1,0.0002,0.1667,139.14
Motorola L703CM,Xerox 1908,1,0.0002,0.1667,119.26
Motorola L703CM,Logitech G602 Wireless Gaming Mouse,1,0.0002,0.1667,92.76
Motorola L703CM,Fellowes Basic Home/Office Series Surge Protectors,1,0.0002,0.1667,92.76
Motorola L804,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",1,0.0002,0.1667,119.26
Motorola L804,Bretford Rectangular Conference Table Tops,1,0.0002,0.1667,69.57
Motorola L804,Things To Do Today Pad,1,0.0002,0.1667,119.26
Motorola L804,Angle-D Ring Binders,1,0.0002,0.1667,139.14
Motorola L804,Newell 317,1,0.0002,0.1667,119.26
Motorola Moto X,Hon 5100 Series Wood Tables,1,0.0002,0.5,357.79
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins","OIC #2 Pencils, Medium Soft",1,0.0002,0.2,143.11
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Eldon Portable Mobile Manager,1,0.0002,0.2,111.31
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Imation Bio 8GB USB Flash Drive Imation Corp,1,0.0002,0.2,250.45
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Tops White Computer Printout Paper,1,0.0002,0.2,250.45
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins","White Envelopes, White Envelopes with Clear Poly Window",1,0.0002,0.2,200.36
Multicolor Computer Printout Paper,"Logitech B530 USB Headset - headset - Full size, Binaural",1,0.0002,0.2,100.18
Multicolor Computer Printout Paper,Newell 322,1,0.0002,0.2,166.97
Multicolor Computer Printout Paper,Space Solutions Commercial Steel Shelving,1,0.0002,0.2,143.11
Multicolor Computer Printout Paper,Canon PC940 Copier,1,0.0002,0.2,333.93
Multicolor Computer Printout Paper,Deluxe Rollaway Locking File with Drawer,1,0.0002,0.2,200.36
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Avery 516,1,0.0002,0.2,250.45
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Xerox 1995,1,0.0002,0.2,166.97
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,ClearSounds CSC500 Amplified Spirit Phone Corded phone,1,0.0002,0.2,166.97
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Hon 4060 Series Tables,1,0.0002,0.2,250.45
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Newell 335,1,0.0002,0.2,250.45
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,1,0.0002,0.1429,715.57
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,DMI Arturo Collection Mission-style Design Wood Chair,1,0.0002,0.1429,65.05
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Panasonic Kx-TS550,1,0.0002,0.1429,102.22
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,"Trav-L-File Heavy-Duty Shuttle II, Black",1,0.0002,0.1429,102.22
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1,0.0002,0.1429,238.52
NETGEAR RangeMax WNR1000 Wireless Router,Cubify CubeX 3D Printer Double Head Print,1,0.0002,1.0,1669.67
NETGEAR RangeMax WNR1000 Wireless Router,GBC Ibimaster 500 Manual ProClick Binding System,1,0.0002,1.0,556.56
"Neat Ideas Personal Hanging Folder Files, Black",HTC One,1,0.0002,0.1429,178.89
"Neat Ideas Personal Hanging Folder Files, Black","Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",1,0.0002,0.1429,178.89
"Neat Ideas Personal Hanging Folder Files, Black","Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",1,0.0002,0.1429,79.51
"Neat Ideas Personal Hanging Folder Files, Black",Avery 486,1,0.0002,0.1429,79.51
"Neat Ideas Personal Hanging Folder Files, Black",Avery 496,1,0.0002,0.1429,178.89
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Xerox 1881,1,0.0002,0.1667,75.89
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,"Eldon Expressions Wood Desk Accessories, Oak",1,0.0002,0.1667,69.57
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Avery 499,1,0.0002,0.1667,75.89
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Bevis 44 x 96 Conference Tables,1,0.0002,0.1667,166.97
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3M Organizer Strips,1,0.0002,0.1667,119.26
Newell 307,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",1,0.0002,0.3333,185.52
Newell 307,Xerox 207,1,0.0002,0.3333,834.83
Newell 307,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",1,0.0002,0.3333,238.52
Newell 307,"Angle-D Binders with Locking Rings, Label Holders",1,0.0002,0.3333,166.97
Newell 307,Avery Binder Labels,1,0.0002,0.3333,417.42
Newell 308,Griffin GC17055 Auxiliary Audio Cable,1,0.0002,0.5,417.42
Newell 308,Wilson Jones Leather-Like Binders with DublLock Round Rings,1,0.0002,0.5,208.71
Newell 308,Acme Tagit Stainless Steel Antibacterial Scissors,1,0.0002,0.5,417.42
Newell 308,DMI Eclipse Executive Suite Bookcases,1,0.0002,0.5,417.42
Newell 308,GBC DocuBind P100 Manual Binding Machine,1,0.0002,0.5,313.06
Newell 309,Avery Fluorescent Highlighter Four-Color Set,1,0.0002,0.2,125.22
Newell 309,Global Commerce Series Low-Back Swivel/Tilt Chairs,1,0.0002,0.2,143.11
Newell 309,PayAnywhere Card Reader,1,0.0002,0.2,200.36
Newell 309,Xerox 1936,1,0.0002,0.2,333.93
Newell 309,Xerox 1937,1,0.0002,0.2,250.45
Newell 31,Boston Home & Office Model 2000 Electric Pencil Sharpeners,1,0.0002,0.2,166.97
Newell 31,Ibico Hi-Tech Manual Binding System,1,0.0002,0.2,91.07
Newell 31,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",1,0.0002,0.2,143.11
Newell 31,Avery Heavy-Duty EZD View Binder with Locking Rings,1,0.0002,0.2,100.18
Newell 31,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1,0.0002,0.2,143.11
Newell 310,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1,0.0002,0.1429,119.26
Newell 310,"Southworth 100% Résumé Paper, 24lb.",1,0.0002,0.1429,102.22
Newell 310,Avery 510,1,0.0002,0.1429,238.52
Newell 310,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",1,0.0002,0.1429,238.52
Newell 310,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",1,0.0002,0.1429,178.89
Newell 311,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",1,0.0002,0.125,156.53
Newell 311,Peel & Seel Envelopes,1,0.0002,0.125,156.53
Newell 311,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1,0.0002,0.125,89.45
Newell 311,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",1,0.0002,0.125,156.53
Newell 311,Avery Poly Binder Pockets,1,0.0002,0.125,78.27
Newell 312,Memorex Micro Travel Drive 8 GB,1,0.0002,0.0909,56.92
Newell 312,GBC DocuBind P50 Personal Binding Machine,1,0.0002,0.0909,45.54
Newell 312,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,1,0.0002,0.0909,65.05
Newell 312,"Seth Thomas 16"" Steel Case Clock",1,0.0002,0.0909,91.07
Newell 312,"Fellowes Twister Kit, Gray/Clear, 3/pkg",1,0.0002,0.0909,45.54
Newell 313,Boston 16701 Slimline Battery Pencil Sharpener,1,0.0002,0.3333,834.83
Newell 313,Plantronics Single Ear Headset,1,0.0002,0.3333,1669.67
Newell 313,Riverleaf Stik-Withit Designer Note Cubes,1,0.0002,0.3333,333.93
Newell 313,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",1,0.0002,0.3333,278.28
Newell 313,Xerox 1960,1,0.0002,0.3333,278.28
Newell 314,Fellowes PB200 Plastic Comb Binding Machine,1,0.0002,0.1429,79.51
Newell 314,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",1,0.0002,0.1429,143.11
Newell 314,Staples,1,0.0002,0.1429,3.22
Newell 314,AT&T 17929 Lendline Telephone,1,0.0002,0.1429,71.56
Newell 314,Deflect-o Glass Clear Studded Chair Mats,1,0.0002,0.1429,102.22
Newell 315,Acco Hanging Data Binders,2,0.000399,0.3333,238.52
Newell 315,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1,0.0002,0.1667,278.28
Newell 315,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,1,0.0002,0.1667,278.28
Newell 315,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1,0.0002,0.1667,139.14
Newell 315,GBC Plastic Binding Combs,1,0.0002,0.1667,83.48
Newell 316,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,1,0.0002,0.5,626.12
Newell 316,Heavy-Duty E-Z-D Binders,1,0.0002,0.5,313.06
Newell 317,"Global Push Button Manager's Chair, Indigo",1,0.0002,0.1429,79.51
Newell 317,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",1,0.0002,0.1429,79.51
Newell 317,"SlimView Poly Binder, 3/8""",1,0.0002,0.1429,102.22
Newell 317,VTech DS6151,1,0.0002,0.1429,89.45
Newell 317,Wilson Jones Leather-Like Binders with DublLock Round Rings,1,0.0002,0.1429,59.63
Newell 318,"Acco Six-Outlet Power Strip, 4' Cord Length",1,0.0002,0.2,111.31
Newell 318,Avery File Folder Labels,1,0.0002,0.2,77.06
Newell 319,Advantus Panel Wall Acrylic Frame,1,0.0002,0.125,125.22
Newell 319,Cardinal Holdit Data Disk Pockets,1,0.0002,0.125,208.71
Newell 319,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,1,0.0002,0.125,104.35
Newell 319,Staples,1,0.0002,0.125,2.82
Newell 319,"Bevis Oval Conference Table, Walnut",1,0.0002,0.125,78.27
Newell 32,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,1,0.0002,0.1667,139.14
Newell 32,Global Comet Stacking Armless Chair,1,0.0002,0.1667,139.14
Newell 32,Safco Drafting Table,1,0.0002,0.1667,208.71
Newell 32,Belkin F9G930V10-GRY 9 Outlet Surge,1,0.0002,0.1667,166.97
Newell 32,"Bevis Round Bullnose 29"" High Table Top",1,0.0002,0.1667,166.97
Newell 320,Avery 513,1,0.0002,0.1429,143.11
Newell 320,Cisco IP Phone 7961G VoIP phone - Dark gray,1,0.0002,0.1429,238.52
Newell 320,Staples,1,0.0002,0.1429,3.22
Newell 320,Tensor Computer Mounted Lamp,1,0.0002,0.1429,89.45
Newell 320,Nu-Dell Executive Frame,1,0.0002,0.1429,119.26
Newell 321,AT&T CL82213,1,0.0002,0.25,250.45
Newell 321,Crayola Colored Pencils,1,0.0002,0.25,113.84
Newell 321,Martin Yale Chadless Opener Electric Letter Opener,1,0.0002,0.25,208.71
Newell 321,Xerox 1957,1,0.0002,0.25,208.71
Newell 321,Xerox 1996,1,0.0002,0.25,156.53
Newell 322,"Logitech B530 USB Headset - headset - Full size, Binaural",1,0.0002,0.1667,83.48
Newell 322,Multicolor Computer Printout Paper,1,0.0002,0.1667,166.97
Newell 322,Space Solutions Commercial Steel Shelving,1,0.0002,0.1667,119.26
Newell 322,Belkin F5C206VTEL 6 Outlet Surge,1,0.0002,0.1667,119.26
Newell 322,Chromcraft Rectangular Conference Tables,1,0.0002,0.1667,92.76
Newell 323,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",1,0.0002,0.3333,333.93
Newell 324,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1,0.0002,0.1429,119.26
Newell 324,Holmes Odor Grabber,1,0.0002,0.1429,89.45
Newell 324,Belkin 5 Outlet SurgeMaster Power Centers,1,0.0002,0.1429,71.56
Newell 324,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",1,0.0002,0.1429,89.45
Newell 324,Xerox 1945,1,0.0002,0.1429,89.45
Newell 325,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",1,0.0002,0.1667,139.14
Newell 325,"Fellowes Twister Kit, Gray/Clear, 3/pkg",1,0.0002,0.1667,83.48
Newell 325,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",1,0.0002,0.1667,208.71
Newell 325,Maxell LTO Ultrium - 800 GB,1,0.0002,0.1667,104.35
Newell 325,Novimex Fabric Task Chair,1,0.0002,0.1667,92.76
Newell 326,Avery Personal Creations Heavyweight Cards,1,0.0002,0.1667,278.28
Newell 326,Bevis Rectangular Conference Tables,1,0.0002,0.1667,208.71
Newell 326,"Bush Westfield Collection Bookcases, Dark Cherry Finish",1,0.0002,0.1667,278.28
Newell 326,DAX Wood Document Frame,1,0.0002,0.1667,92.76
Newell 326,Logitech Keyboard K120,1,0.0002,0.1667,278.28
Newell 327,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",1,0.0002,0.25,250.45
Newell 327,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1,0.0002,0.25,178.89
Newell 327,Xerox 1906,1,0.0002,0.25,178.89
Newell 327,Xerox 1996,1,0.0002,0.25,156.53
Newell 327,Xerox 213,1,0.0002,0.25,208.71
Newell 328,Enermax Briskie RF Wireless Keyboard and Mouse Combo,1,0.0002,0.3333,333.93
Newell 328,GBC DocuBind TL200 Manual Binding Machine,1,0.0002,0.3333,278.28
Newell 328,"Trav-L-File Heavy-Duty Shuttle II, Black",1,0.0002,0.3333,238.52
Newell 329,Hoover WindTunnel Plus Canister Vacuum,1,0.0002,0.5,834.83
Newell 329,Ibico Standard Transparent Covers,1,0.0002,0.5,250.45
Newell 329,Panasonic KX T7731-B Digital phone,1,0.0002,0.5,834.83
Newell 329,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",1,0.0002,0.5,626.12
Newell 329,Xerox 1934,1,0.0002,0.5,500.9
Newell 33,Boston 16765 Mini Stand Up Battery Pencil Sharpener,1,0.0002,0.3333,417.42
Newell 33,Microsoft Natural Ergonomic Keyboard 4000,1,0.0002,0.3333,333.93
Newell 33,Avery Durable Slant Ring Binders,1,0.0002,0.3333,333.93
Newell 33,"Global Airflow Leather Mesh Back Chair, Black",1,0.0002,0.3333,185.52
Newell 330,"Carina 42""Hx23 3/4""W Media Storage Unit",1,0.0002,0.25,156.53
Newell 330,"Global Push Button Manager's Chair, Indigo",1,0.0002,0.25,139.14
Newell 330,Logitech Wireless Performance Mouse MX for PC and Mac,1,0.0002,0.25,178.89
Newell 330,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",1,0.0002,0.25,156.53
Newell 330,AT&T 841000 Phone,1,0.0002,0.25,178.89
Newell 331,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1,0.0002,0.25,208.71
Newell 331,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",1,0.0002,0.25,178.89
Newell 332,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,1,0.0002,0.2,125.22
Newell 332,Cardinal Slant-D Ring Binders,1,0.0002,0.2,200.36
Newell 332,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",1,0.0002,0.2,333.93
Newell 332,Xerox 1896,1,0.0002,0.2,500.9
Newell 332,Canvas Sectional Post Binders,1,0.0002,0.2,166.97
Newell 333,Xerox 1966,1,0.0002,0.0909,75.89
Newell 333,Xerox 1967,1,0.0002,0.0909,91.07
Newell 333,3M Organizer Strips,1,0.0002,0.0909,65.05
Newell 333,Acco Suede Grain Vinyl Round Ring Binder,1,0.0002,0.0909,56.92
Newell 333,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1,0.0002,0.0909,50.6
Newell 334,Global Troy Executive Leather Low-Back Tilter,1,0.0002,0.1667,92.76
Newell 334,"Hon 30"" x 60"" Table with Locking Drawer",1,0.0002,0.1667,278.28
Newell 334,AmazonBasics 3-Button USB Wired Mouse,1,0.0002,0.1667,166.97
Newell 334,"Eldon Expressions Wood Desk Accessories, Oak",1,0.0002,0.1667,69.57
Newell 334,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",1,0.0002,0.1667,92.76
Newell 335,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,0.0002,0.25,178.89
Newell 335,Balt Split Level Computer Training Table,1,0.0002,0.25,250.45
Newell 335,"Lifetime Advantage Folding Chairs, 4/Carton",1,0.0002,0.25,178.89
Newell 335,Boston 19500 Mighty Mite Electric Pencil Sharpener,1,0.0002,0.25,313.06
Newell 335,O'Sullivan 3-Shelf Heavy-Duty Bookcases,1,0.0002,0.25,250.45
Newell 336,First Data FD10 PIN Pad,1,0.0002,0.25,250.45
Newell 336,Imation Clip USB flash drive - 8 GB,1,0.0002,0.25,178.89
Newell 336,Xerox 21,1,0.0002,0.25,178.89
Newell 336,Staples,1,0.0002,0.25,5.64
Newell 336,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,0.0002,0.25,125.22
Newell 337,"Logitech B530 USB Headset - headset - Full size, Binaural",1,0.0002,0.5,250.45
Newell 337,Logitech MX Performance Wireless Mouse,1,0.0002,0.5,357.79
Newell 337,Cisco SPA525G2 IP Phone - Wireless,1,0.0002,0.5,500.9
Newell 337,Howard Miller Distant Time Traveler Alarm Clock,1,0.0002,0.5,417.42
Newell 337,Westinghouse Clip-On Gooseneck Lamps,1,0.0002,0.5,278.28
Newell 338,Belkin F9S820V06 8 Outlet Surge,1,0.0002,0.5,626.12
Newell 338,Embossed Ink Jet Note Cards,1,0.0002,0.5,626.12
Newell 338,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",1,0.0002,0.5,417.42
Newell 338,Peel & Stick Add-On Corner Pockets,1,0.0002,0.5,357.79
Newell 338,Standard Rollaway File with Lock,1,0.0002,0.5,250.45
Newell 339,Acme Elite Stainless Steel Scissors,1,0.0002,0.3333,333.93
Newell 339,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1,0.0002,0.3333,238.52
Newell 339,Storex Dura Pro Binders,1,0.0002,0.3333,98.22
Newell 339,Xerox 231,1,0.0002,0.3333,333.93
Newell 339,Staples,1,0.0002,0.3333,7.52
Newell 34,Staples,3,0.000599,0.4286,9.67
Newell 34,"#10 White Business Envelopes,4 1/8 x 9 1/2",1,0.0002,0.1429,102.22
Newell 34,Polycom CX300 Desktop Phone USB VoIP phone,1,0.0002,0.1429,143.11
Newell 34,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",1,0.0002,0.1429,119.26
Newell 34,Xerox 1971,1,0.0002,0.1429,119.26
Newell 340,GBC Plastic Binding Combs,1,0.0002,0.5,250.45
Newell 340,Plantronics Audio 478 Stereo USB Headset,1,0.0002,0.5,278.28
Newell 341,Cisco SPA 501G IP Phone,1,0.0002,0.1429,715.57
Newell 341,"Wilson Jones Hanging View Binder, White, 1""",1,0.0002,0.1429,102.22
Newell 341,Xerox 1936,1,0.0002,0.1429,238.52
Newell 341,Hon 94000 Series Round Tables,1,0.0002,0.1429,143.11
Newell 341,Xerox 204,1,0.0002,0.1429,178.89
Newell 342,50 Colored Long Pencils,1,0.0002,1.0,1001.8
Newell 342,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,1,0.0002,1.0,1669.67
Newell 342,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1,0.0002,1.0,715.57
Newell 342,Fellowes Bankers Box Recycled Super Stor/Drawer,1,0.0002,1.0,715.57
Newell 342,Newell 345,1,0.0002,1.0,556.56
Newell 343,Fellowes PB200 Plastic Comb Binding Machine,1,0.0002,0.1429,79.51
Newell 343,Ibico Plastic Spiral Binding Combs,1,0.0002,0.1429,55.04
Newell 343,Strathmore Photo Frame Cards,1,0.0002,0.1429,178.89
Newell 343,Xerox 1944,1,0.0002,0.1429,119.26
Newell 343,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1,0.0002,0.1429,102.22
Newell 344,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1,0.0002,0.1667,83.48
Newell 344,Personal File Boxes with Fold-Down Carry Handle,1,0.0002,0.1667,166.97
Newell 344,Rogers Handheld Barrel Pencil Sharpener,1,0.0002,0.1667,119.26
Newell 344,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",1,0.0002,0.1667,166.97
Newell 344,Fellowes Super Stor/Drawer Files,1,0.0002,0.1667,92.76
Newell 345,Acme Forged Steel Scissors with Black Enamel Handles,1,0.0002,0.1111,69.57
Newell 345,GBC Wire Binding Combs,1,0.0002,0.1111,79.51
Newell 345,Logitech Wireless Gaming Headset G930,1,0.0002,0.1111,92.76
Newell 345,Xerox 1891,1,0.0002,0.1111,79.51
Newell 345,GBC Premium Transparent Covers with Diagonal Lined Pattern,1,0.0002,0.1111,39.75
Newell 346,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",1,0.0002,0.2,143.11
Newell 346,Logitech ClearChat Comfort/USB Headset H390,1,0.0002,0.2,166.97
Newell 346,Newell 326,1,0.0002,0.2,166.97
Newell 346,Avery 488,1,0.0002,0.2,166.97
Newell 346,Samsung Galaxy S4 Mini,1,0.0002,0.2,200.36
Newell 347,Avery 495,1,0.0002,0.1429,178.89
Newell 347,#6 3/4 Gummed Flap White Envelopes,1,0.0002,0.1429,178.89
Newell 347,Accohide Poly Flexible Ring Binders,1,0.0002,0.1429,89.45
