product_id,product_name,category,unit_price
FUR-SAF-10001322,"Safco Stackable Bookrack, Traditional",Furniture,44.532
OFF-AR-10001696,"Binney & Smith Pens, Water Color",Office Supplies,4.032
OFF-LA-10001067,"Smead Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,2.96
OFF-EN-10002046,"Kraft Manila Envelope, Set of 50",Office Supplies,7.064
OFF-LA-10001026,"Harbour Creations File Folder Labels, 5000 Label Set",Office Supplies,6.08
OFF-EN-10003669,"Jiffy Mailers, Security-Tint",Office Supplies,39.57
OFF-EN-10002634,"Jiffy Clasp Envelope, Set of 50",Office Supplies,8.52
OFF-PA-10000098,"Xerox Parchment Paper, 8.5 x 11",Office Supplies,17.4
OFF-EN-10003853,"Cameo Peel and Seal, Recycled",Office Supplies,19.8
TEC-SAN-10000142,"SanDisk Mouse, Erganomic",Technology,14.448
TEC-AC-10002170,"Logitech Flash Drive, Programmable",Technology,21.34
TEC-AC-10001950,"Belkin Flash Drive, Programmable",Technology,28.96
OFF-EN-10000215,"Jiffy Interoffice Envelope, Security-Tint",Office Supplies,19.536
FUR-CH-10001616,"Harbour Creations Bag Chairs, Red",Furniture,24.648
OFF-AR-10001418,"BIC Markers, Easy-Erase",Office Supplies,13.35
OFF-ST-10004550,"Fellowes Folders, Wire Frame",Office Supplies,22.923
OFF-PA-10004468,"SanDisk Note Cards, Premium",Office Supplies,31.23
OFF-AR-10003633,"Binney & Smith Canvas, Easy-Erase",Office Supplies,25.815
OFF-PA-10004267,"Enermax Parchment Paper, 8.5 x 11",Office Supplies,19.53
TEC-PH-10002154,"Cisco Headset, Full Size",Technology,74.4759
FUR-FU-10000762,"Advantus Light Bulb, Black",Furniture,18.063
OFF-EN-10001789,"Kraft Peel and Seal, Set of 50",Office Supplies,18.441
OFF-LA-10000927,"Hon Shipping Labels, Adjustable",Office Supplies,2.472
OFF-SU-10004663,"Kleencut Letter Opener, Easy Grip",Office Supplies,18.04
TEC-AC-10002712,"Enermax Keyboard, Erganomic",Technology,32.508
OFF-LA-10004094,"Avery Removable Labels, 5000 Label Set",Office Supplies,7.42
FUR-FU-10000776,"Deflect-O Door Stop, Erganomic",Furniture,11.352
OFF-FA-10000411,"Accos Clamps, Assorted Sizes",Office Supplies,8.415
FUR-FU-10001770,"Deflect-O Clock, Erganomic",Furniture,35.7189
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,15.172
OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,7.92
TEC-APP-10004469,"Apple Signal Booster, Cordless",Technology,41.85
FUR-DEF-10000810,"Deflect-O Stacking Tray, Black",Furniture,25.35
FUR-TEN-10001809,"Tenex Photo Frame, Erganomic",Furniture,15.138
TEC-AC-10002219,"SanDisk Memory Card, Programmable",Technology,45.564
FUR-CH-10002088,"Novimex Steel Folding Chair, Set of Two",Furniture,33.792
FUR-CH-10001675,"Office Star Steel Folding Chair, Adjustable",Furniture,50.24
TEC-SAM-10002496,"Samsung Speaker Phone, VoIP",Technology,49.332
TEC-MEM-10002524,"Memorex Mouse, USB",Technology,11.352
OFF-FEL-10004665,"Fellowes Lockers, Blue",Office Supplies,82.932
OFF-SU-10002498,"Stiletto Letter Opener, High Speed",Office Supplies,18.52
OFF-AR-10001029,"Stanley Sketch Pad, Water Color",Office Supplies,12.696
OFF-AP-10002223,"Cuisinart Coffee Grinder, Red",Office Supplies,25.74
FUR-FU-10001890,"Eldon Clock, Durable",Furniture,42.84
OFF-LA-10001839,"Smead Shipping Labels, Laser Printer Compatible",Office Supplies,11.61
OFF-FA-10002241,"Stockwell Clamps, Bulk Pack",Office Supplies,9.9852
OFF-LA-10002575,"Smead Legal Exhibit Labels, 5000 Label Set",Office Supplies,5.745
OFF-EN-10004892,"Ames Manila Envelope, with clear poly window",Office Supplies,14.9619
OFF-BI-10003342,"Cardinal Binder, Economy",Office Supplies,8.298
TEC-PH-10000912,Anker 24W Portable Micro USB Car Charger,Technology,8.792
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,63.686
OFF-GRE-10001084,"Green Bar Cards & Envelopes, Multicolor",Office Supplies,19.92
OFF-SAN-10001237,"SanDisk Cards & Envelopes, Premium",Office Supplies,14.526
OFF-JIF-10004747,"Jiffy Manila Envelope, with clear poly window",Office Supplies,29.55
TEC-STA-10000008,"StarTech Calculator, Wireless",Technology,15.984
TEC-PAN-10000391,"Panasonic Printer, Red",Technology,79.092
OFF-AR-10002486,"Sanford Pencil Sharpener, Water Color",Office Supplies,19.34
OFF-ST-10002399,"Tenex Folders, Single Width",Office Supplies,20.925
OFF-FA-10002459,"Advantus Clamps, Bulk Pack",Office Supplies,10.2237
OFF-AR-10000120,"BIC Canvas, Fluorescent",Office Supplies,29.1288
OFF-SU-10000866,"Elite Trimmer, Serrated",Office Supplies,21.1035
OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,Office Supplies,11.55
OFF-ROG-10003993,"Rogers File Cart, Single Width",Office Supplies,42.489
OFF-NOV-10002610,"Novimex File Folder Labels, Alphabetical",Office Supplies,8.07
OFF-AME-10004759,"Ames Manila Envelope, with clear poly window",Office Supplies,28.23
OFF-PA-10000277,"SanDisk Computer Printout Paper, Premium",Office Supplies,14.895
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,30.384
FUR-TEN-10000296,"Tenex Door Stop, Durable",Furniture,16.368
TEC-APP-10001586,"Apple Speaker Phone, VoIP",Technology,37.017
OFF-SAN-10004426,"SanDisk Note Cards, Premium",Office Supplies,12.492
TEC-AC-10000336,"Enermax Mouse, Bluetooth",Technology,26.86
OFF-EN-10002725,"Ames Manila Envelope, Set of 50",Office Supplies,16.46
FUR-CH-10001114,"Hon Chairmat, Set of Two",Furniture,23.112
OFF-FA-10002636,"Accos Staples, 12 Pack",Office Supplies,10.38
TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Technology,37.91
TEC-ENE-10003125,"Enermax Flash Drive, Programmable",Technology,12.906
OFF-GRE-10004054,"Green Bar Memo Slips, Multicolor",Office Supplies,5.508
TEC-AC-10003571,"Memorex Numeric Keypad, Bluetooth",Technology,30.14
OFF-SU-10003907,"Stiletto Letter Opener, Easy Grip",Office Supplies,15.0
OFF-LA-10001793,"Avery Round Labels, Alphabetical",Office Supplies,6.96
FUR-CH-10001382,"Office Star Chairmat, Red",Furniture,65.82
OFF-EN-10001621,"GlobeWeis Business Envelopes, Security-Tint",Office Supplies,19.74
FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,8.32
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,20.48
FUR-NOV-10004962,"Novimex Bag Chairs, Adjustable",Furniture,48.45
OFF-SME-10000520,"Smead Shelving, Wire Frame",Office Supplies,48.0
OFF-FA-10000196,"OIC Paper Clips, Bulk Pack",Office Supplies,3.848
OFF-EN-10002406,"Kraft Business Envelopes, Recycled",Office Supplies,9.42
OFF-EN-10002013,"Cameo Business Envelopes, Security-Tint",Office Supplies,16.95
OFF-EN-10004981,"Ames Interoffice Envelope, with clear poly window",Office Supplies,48.66
OFF-PA-10004124,"Xerox Message Books, Multicolor",Office Supplies,21.78
FUR-CH-10002412,"Hon Bag Chairs, Black",Furniture,25.632
OFF-LA-10002674,"Harbour Creations Color Coded Labels, 5000 Label Set",Office Supplies,11.961
OFF-SU-10001442,"Acme Scissors, Steel",Office Supplies,13.1652
OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Office Supplies,9.984
OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,34.58
FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furniture,8.376
OFF-PA-10003573,"Enermax Parchment Paper, 8.5 x 11",Office Supplies,13.02
OFF-BI-10004624,"Wilson Jones Binder, Durable",Office Supplies,9.68
OFF-FA-10002264,"Advantus Rubber Bands, Assorted Sizes",Office Supplies,14.04
FUR-FU-10001063,"Eldon Light Bulb, Black",Furniture,12.6
FUR-CH-10004685,"Harbour Creations Swivel Stool, Set of Two",Furniture,182.37
OFF-SU-10004727,"Stiletto Letter Opener, Easy Grip",Office Supplies,27.0
OFF-ST-10000661,"Tenex Box, Industrial",Office Supplies,16.98
OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,22.01
OFF-ST-10004412,"Smead Shelving, Wire Frame",Office Supplies,32.0
TEC-AC-10003734,"Memorex Numeric Keypad, Erganomic",Technology,46.71
OFF-FA-10000720,"Advantus Rubber Bands, Bulk Pack",Office Supplies,8.295
OFF-FA-10001375,"Accos Clamps, 12 Pack",Office Supplies,10.3455
OFF-SU-10000723,"Kleencut Shears, Steel",Office Supplies,23.085
OFF-AR-10000729,"Stanley Highlighters, Fluorescent",Office Supplies,11.6508
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Furniture,25.984
TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,Technology,12.792
OFF-HAM-10003992,"Hamilton Beach Toaster, Silver",Office Supplies,17.478
OFF-FIS-10002924,"Fiskars Scissors, High Speed",Office Supplies,23.16
OFF-FA-10003004,"Advantus Push Pins, Metal",Office Supplies,9.7
OFF-EN-10004995,"Ames Interoffice Envelope, with clear poly window",Office Supplies,32.44
TEC-PH-10001587,"Apple Headset, Cordless",Technology,40.592
OFF-PA-10002539,"SanDisk Cards & Envelopes, Multicolor",Office Supplies,19.932
OFF-AR-10003674,"BIC Pencil Sharpener, Water Color",Office Supplies,21.46
OFF-ST-10002423,"Smead Shelving, Single Width",Office Supplies,32.64
TEC-CO-10001157,"Hewlett Personal Copier, Color",Technology,135.5103
OFF-PA-10000694,"Green Bar Message Books, Premium",Office Supplies,13.0845
OFF-PA-10003407,"Enermax Memo Slips, Recycled",Office Supplies,15.57
FUR-FU-10002648,"Rubbermaid Stacking Tray, Erganomic",Furniture,17.3448
FUR-CH-10004312,"Hon Bag Chairs, Set of Two",Furniture,35.55
OFF-ST-10004141,"Rogers Folders, Wire Frame",Office Supplies,29.76
TEC-MA-10002930,Ricoh - Ink Collector Unit for GX3000 Series Printers,Technology,12.585
OFF-CUI-10000203,"Cuisinart Toaster, Black",Office Supplies,52.89
FUR-FU-10003886,"Tenex Photo Frame, Black",Furniture,34.56
OFF-EN-10003607,"Cameo Business Envelopes, Recycled",Office Supplies,12.9
OFF-PA-10003982,"SanDisk Message Books, Premium",Office Supplies,9.528
OFF-AR-10001678,"Binney & Smith Sketch Pad, Easy-Erase",Office Supplies,18.636
OFF-FA-10001052,"Stockwell Paper Clips, Assorted Sizes",Office Supplies,5.67
OFF-PA-10003511,"Green Bar Memo Slips, 8.5 x 11",Office Supplies,18.981
OFF-AR-10000851,"Sanford Sketch Pad, Blue",Office Supplies,45.48
OFF-SU-10002027,"Stiletto Letter Opener, High Speed",Office Supplies,25.002
FUR-CH-10003336,"SAFCO Chairmat, Adjustable",Furniture,37.386
OFF-SU-10004304,"Elite Letter Opener, Easy Grip",Office Supplies,22.659
OFF-AR-10003532,"BIC Pencil Sharpener, Easy-Erase",Office Supplies,17.568
TEC-AC-10001383,Logitech Wireless Touch Keyboard K400,Technology,24.99
FUR-FU-10001934,Magnifier Swing Arm Lamp,Furniture,20.98
OFF-CAM-10003605,"Cameo Peel and Seal, Security-Tint",Office Supplies,23.4
OFF-FIS-10000628,"Fiskars Ruler, Easy Grip",Office Supplies,16.05
OFF-ELI-10001705,"Elite Trimmer, Steel",Office Supplies,41.07
OFF-SU-10003973,"Elite Trimmer, Easy Grip",Office Supplies,11.544
OFF-FA-10000631,"Accos Rubber Bands, Assorted Sizes",Office Supplies,7.536
OFF-FA-10004108,"Accos Rubber Bands, 12 Pack",Office Supplies,4.296
OFF-SU-10003173,"Acme Ruler, Serrated",Office Supplies,13.41
OFF-AR-10000578,"BIC Pencil Sharpener, Fluorescent",Office Supplies,18.162
OFF-SU-10002388,"Elite Shears, Easy Grip",Office Supplies,26.7465
OFF-BI-10003240,"Ibico Binding Machine, Economy",Office Supplies,30.852
OFF-EN-10000781,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,8.74
OFF-FA-10004449,"OIC Clamps, Assorted Sizes",Office Supplies,11.48
OFF-AR-10001190,"Boston Canvas, Easy-Erase",Office Supplies,26.955
OFF-AR-10001002,"BIC Sketch Pad, Fluorescent",Office Supplies,24.96
OFF-BI-10000928,"Ibico Binder, Clear",Office Supplies,13.446
OFF-ST-10004180,Safco Commercial Shelving,Office Supplies,37.208
TEC-AC-10003447,Micropad Numeric Keypads,Technology,15.992
FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,24.294
TEC-SAN-10000250,"SanDisk Memory Card, USB",Technology,45.048
OFF-BI-10003009,"Ibico 3-Hole Punch, Clear",Office Supplies,5.982
OFF-BI-10001254,"Avery Binding Machine, Recycled",Office Supplies,19.68
OFF-EN-10000271,"Kraft Peel and Seal, with clear poly window",Office Supplies,24.03
TEC-MA-10003461,"Epson Calculator, Red",Technology,37.026
OFF-FA-10004799,"Advantus Thumb Tacks, Bulk Pack",Office Supplies,13.59
OFF-AR-10000251,"Stanley Markers, Fluorescent",Office Supplies,23.46
FUR-TA-10000222,"Bevis Training Table, Adjustable Height",Furniture,178.7001
OFF-SU-10002909,"Fiskars Ruler, Easy Grip",Office Supplies,16.05
OFF-FA-10004687,"Advantus Thumb Tacks, Bulk Pack",Office Supplies,13.59
OFF-LA-10000114,"Novimex Removable Labels, 5000 Label Set",Office Supplies,5.922
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Furniture,7.7
FUR-NOV-10003053,"Novimex Bag Chairs, Set of Two",Furniture,48.21
TEC-LOG-10003539,"Logitech Mouse, Erganomic",Technology,8.127
OFF-STO-10000041,"Stockwell Staples, 12 Pack",Office Supplies,4.092
TEC-LOG-10004419,"Logitech Flash Drive, USB",Technology,9.216
TEC-PH-10004184,"Motorola Headset, with Caller ID",Technology,53.16
OFF-BI-10002894,"Avery Binding Machine, Durable",Office Supplies,50.34
FUR-FU-10000039,"Tenex Light Bulb, Duo Pack",Furniture,13.293
FUR-FU-10004579,"Rubbermaid Door Stop, Durable",Furniture,29.8059
OFF-FA-10002890,"Accos Staples, Bulk Pack",Office Supplies,5.8035
OFF-PA-10003654,"SanDisk Memo Slips, Recycled",Office Supplies,15.201
OFF-FA-10000697,"Advantus Rubber Bands, 12 Pack",Office Supplies,14.418
OFF-EN-10004840,"Jiffy Clasp Envelope, Security-Tint",Office Supplies,6.552
OFF-FA-10004563,"Stockwell Clamps, Assorted Sizes",Office Supplies,16.68
FUR-FU-10000955,"Advantus Stacking Tray, Durable",Furniture,26.37
FUR-FU-10002546,"Deflect-O Light Bulb, Durable",Furniture,16.02
OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,14.392
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,40.784
FUR-ELD-10004994,"Eldon Clock, Duo Pack",Furniture,22.632
TEC-CAN-10001378,"Canon Personal Copier, High-Speed",Technology,140.94
OFF-AR-10004012,"Sanford Highlighters, Blue",Office Supplies,10.5
OFF-AR-10001991,"Stanley Markers, Easy-Erase",Office Supplies,14.98
OFF-SU-10001894,"Elite Scissors, Steel",Office Supplies,14.62
OFF-AR-10000833,"Sanford Canvas, Easy-Erase",Office Supplies,20.316
OFF-SU-10003343,"Fiskars Scissors, Serrated",Office Supplies,11.916
OFF-PA-10003731,"Enermax Note Cards, Premium",Office Supplies,15.8523
OFF-FA-10000074,"Stockwell Push Pins, Bulk Pack",Office Supplies,8.622
OFF-AR-10004587,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",Office Supplies,19.83
OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,Office Supplies,35.48
TEC-BEL-10002153,"Belkin Flash Drive, Bluetooth",Technology,12.582
OFF-SU-10002521,"Kleencut Box Cutter, Steel",Office Supplies,22.7
OFF-PA-10002372,"SanDisk Computer Printout Paper, Recycled",Office Supplies,11.88
OFF-ST-10002598,"Tenex Shelving, Industrial",Office Supplies,22.056
TEC-AC-10004434,"Memorex Flash Drive, USB",Technology,19.74
OFF-ST-10000988,"Fellowes Folders, Blue",Office Supplies,23.76
OFF-EN-10003069,"Ames Mailers, Set of 50",Office Supplies,35.85
OFF-BI-10001400,"Cardinal 3-Hole Punch, Economy",Office Supplies,25.92
OFF-BI-10000006,"Ibico Binder, Durable",Office Supplies,16.98
OFF-AR-10004990,"Boston Highlighters, Blue",Office Supplies,10.3785
TEC-AC-10001592,"Enermax Flash Drive, Programmable",Technology,25.812
OFF-BI-10001294,Fellowes Binding Cases,Office Supplies,2.34
TEC-PH-10001870,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Technology,36.738
OFF-LA-10000121,Avery 48,Office Supplies,6.3
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,15.984
TEC-EPS-10002212,"Epson Receipt Printer, White",Technology,115.44
FUR-CH-10002727,"SAFCO Bag Chairs, Set of Two",Furniture,20.676
OFF-SU-10001506,"Kleencut Letter Opener, Steel",Office Supplies,15.84
OFF-AR-10004825,"BIC Canvas, Fluorescent",Office Supplies,27.48
OFF-ST-10003111,"Eldon Trays, Single Width",Office Supplies,43.2
OFF-ST-10001255,"Fellowes Trays, Single Width",Office Supplies,51.678
OFF-LA-10002020,"Novimex Color Coded Labels, 5000 Label Set",Office Supplies,7.0455
OFF-AP-10002186,"KitchenAid Toaster, Red",Office Supplies,76.788
TEC-AC-10004016,"Memorex Flash Drive, Programmable",Technology,16.377
TEC-AC-10002857,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,5.96
TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,36.99
OFF-LA-10003537,Avery 515,Office Supplies,12.53
TEC-AC-10002076,Microsoft Natural Keyboard Elite,Technology,47.904
FUR-FU-10000110,"Deflect-O Door Stop, Black",Furniture,17.58
OFF-BI-10000423,"Acco 3-Hole Punch, Recycled",Office Supplies,20.32
TEC-CO-10001756,"Canon Personal Copier, Color",Technology,95.92776
OFF-AP-10003774,"Hoover Coffee Grinder, Black",Office Supplies,27.288
FUR-CH-10002846,"Hon Steel Folding Chair, Black",Furniture,42.128
TEC-AC-10002799,"Memorex Memory Card, Programmable",Technology,69.18
FUR-BO-10003688,"Bush Stackable Bookrack, Pine",Furniture,50.412
OFF-LA-10004594,"Avery Color Coded Labels, Adjustable",Office Supplies,11.19
OFF-SU-10002214,"Kleencut Letter Opener, Easy Grip",Office Supplies,14.883
FUR-CH-10002944,"Office Star Steel Folding Chair, Black",Furniture,53.568
OFF-AR-10002067,Newell 334,Office Supplies,15.872
OFF-AR-10002704,Boston 1900 Electric Pencil Sharpener,Office Supplies,14.98
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,16.528
OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,23.99
OFF-AVE-10003549,"Avery Binding Machine, Recycled",Office Supplies,49.2
FUR-HON-10000191,"Hon Bag Chairs, Adjustable",Furniture,14.292
OFF-BIC-10000718,"BIC Pencil Sharpener, Fluorescent",Office Supplies,12.108
TEC-APP-10004584,"Apple Office Telephone, VoIP",Technology,26.148
FUR-ELD-10003802,"Eldon Photo Frame, Durable",Furniture,22.056
FUR-FU-10001126,"Rubbermaid Clock, Erganomic",Furniture,32.52
OFF-PA-10000362,"Xerox Parchment Paper, Premium",Office Supplies,5.304
OFF-SU-10001554,"Acme Trimmer, Serrated",Office Supplies,11.008
OFF-FA-10004878,"Stockwell Clamps, Bulk Pack",Office Supplies,18.84
OFF-LA-10004832,"Novimex Legal Exhibit Labels, Alphabetical",Office Supplies,10.29
TEC-AC-10001608,"Memorex Flash Drive, USB",Technology,15.6933
FUR-CH-10003419,"Hon Steel Folding Chair, Black",Furniture,39.495
TEC-AC-10003873,"Memorex Mouse, Programmable",Technology,29.67
OFF-AR-10003557,"Boston Highlighters, Easy-Erase",Office Supplies,19.14
FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",Furniture,11.76
OFF-SU-10002423,"Acme Shears, Steel",Office Supplies,19.728
OFF-BI-10003417,"Ibico Hole Reinforcements, Economy",Office Supplies,1.864
OFF-FA-10002163,"Stockwell Rubber Bands, Assorted Sizes",Office Supplies,9.32
OFF-EN-10000532,"Cameo Clasp Envelope, Set of 50",Office Supplies,6.34
TEC-AC-10004203,"Logitech Flash Drive, Bluetooth",Technology,30.51
TEC-CO-10000778,"Sharp Fax and Copier, Color",Technology,153.036
FUR-CH-10000110,"Hon Bag Chairs, Red",Furniture,45.15
OFF-SU-10004497,"Elite Scissors, Serrated",Office Supplies,19.23
FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",Furniture,8.57
TEC-SAM-10000765,"Samsung Signal Booster, Full Size",Technology,41.364
FUR-DEF-10001763,"Deflect-O Door Stop, Durable",Furniture,40.98
OFF-GLO-10004610,"GlobeWeis Peel and Seal, with clear poly window",Office Supplies,24.93
FUR-FU-10004640,"Tenex Light Bulb, Durable",Furniture,9.576
FUR-FU-10000605,"Rubbermaid Light Bulb, Black",Furniture,18.84
OFF-FA-10004239,"Advantus Staples, Metal",Office Supplies,10.98
FUR-FU-10001717,"Rubbermaid Stacking Tray, Erganomic",Furniture,16.632
TEC-MA-10002267,"Konica Calculator, White",Technology,50.04
OFF-BI-10002172,"Acco Binding Machine, Recycled",Office Supplies,51.45
OFF-GRE-10002510,"Green Bar Computer Printout Paper, Recycled",Office Supplies,29.67
FUR-RUB-10004633,"Rubbermaid Stacking Tray, Durable",Furniture,25.14
OFF-FEL-10002897,"Fellowes Shelving, Single Width",Office Supplies,17.361
OFF-SU-10002670,"Stiletto Box Cutter, High Speed",Office Supplies,23.98
OFF-EN-10003939,"Kraft Interoffice Envelope, Set of 50",Office Supplies,18.768
TEC-PH-10001095,"Nokia Headset, with Caller ID",Technology,29.244
FUR-FU-10004097,"Advantus Door Stop, Duo Pack",Furniture,18.036
OFF-EN-10002556,"Ames Business Envelopes, Recycled",Office Supplies,17.04
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,26.49
OFF-ST-10000419,"Rogers Jumbo File, Granite",Office Supplies,13.58
OFF-ACM-10003978,"Acme Trimmer, High Speed",Office Supplies,44.58
OFF-PA-10002219,"SanDisk Parchment Paper, Multicolor",Office Supplies,7.248
FUR-TA-10004504,"Lesro Computer Table, with Bottom Storage",Furniture,86.106
OFF-EN-10002122,"Jiffy Mailers, with clear poly window",Office Supplies,27.14
OFF-ST-10003334,"Smead Trays, Wire Frame",Office Supplies,26.1525
OFF-LA-10004795,"Novimex Shipping Labels, Alphabetical",Office Supplies,6.48
OFF-BI-10001815,"Acco Index Tab, Economy",Office Supplies,6.048
TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Technology,13.56
OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,3.504
OFF-LA-10000414,Avery 503,Office Supplies,10.35
TEC-APP-10001340,"Apple Headset, VoIP",Technology,29.34
OFF-STI-10001651,"Stiletto Shears, Steel",Office Supplies,47.49
OFF-SU-10000150,"Stiletto Ruler, Steel",Office Supplies,14.28
OFF-AR-10004424,"Boston Markers, Blue",Office Supplies,26.37
OFF-EN-10004173,"Ames Peel and Seal, Recycled",Office Supplies,15.741
OFF-EN-10001157,"Ames Business Envelopes, Security-Tint",Office Supplies,7.7592
OFF-SAN-10000722,"SanDisk Computer Printout Paper, Premium",Office Supplies,29.79
OFF-ELI-10000541,"Elite Trimmer, High Speed",Office Supplies,12.501
OFF-CAM-10004269,"Cameo Business Envelopes, Security-Tint",Office Supplies,6.78
TEC-MA-10002729,"StarTech Receipt Printer, Red",Technology,43.092
FUR-CH-10004827,"SAFCO Chairmat, Black",Furniture,38.26
OFF-FA-10004899,"OIC Clamps, 12 Pack",Office Supplies,19.2
OFF-LA-10001075,"Hon Removable Labels, Laser Printer Compatible",Office Supplies,10.08
TEC-AC-10000140,"Enermax Numeric Keypad, Bluetooth",Technology,51.786
OFF-AR-10000762,"BIC Pens, Water Color",Office Supplies,9.603
FUR-FU-10002223,"Deflect-O Stacking Tray, Durable",Furniture,22.761
OFF-PA-10000776,"Xerox Cards & Envelopes, Premium",Office Supplies,44.97
OFF-EN-10002985,"Cameo Peel and Seal, Recycled",Office Supplies,10.494
OFF-SU-10000484,"Kleencut Ruler, High Speed",Office Supplies,6.78
OFF-FA-10004839,"Accos Clamps, Metal",Office Supplies,19.5
OFF-BI-10004685,"Acco Binder, Economy",Office Supplies,15.15
TEC-PH-10000011,PureGear Roll-On Screen Protector,Technology,15.992
TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,Technology,45.894
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,20.776
OFF-AR-10002445,SANFORD Major Accent Highlighters,Office Supplies,7.08
OFF-CAM-10002611,"Cameo Interoffice Envelope, Recycled",Office Supplies,46.23
TEC-ENE-10005000,"Enermax Memory Card, Bluetooth",Technology,34.317
OFF-ENE-10003549,"Enermax Cards & Envelopes, Recycled",Office Supplies,14.103
TEC-BEL-10003896,"Belkin Mouse, Erganomic",Technology,15.408
TEC-LOG-10002262,"Logitech Flash Drive, Bluetooth",Technology,30.51
OFF-SU-10003371,"Elite Shears, Serrated",Office Supplies,17.484
OFF-SU-10003991,"Fiskars Shears, Steel",Office Supplies,31.36
OFF-FA-10004474,"Advantus Rubber Bands, Metal",Office Supplies,16.71
OFF-LA-10000604,"Harbour Creations Color Coded Labels, Laser Printer Compatible",Office Supplies,12.9
OFF-SU-10000738,"Acme Shears, Steel",Office Supplies,24.66
OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,11.094
OFF-STI-10002716,"Stiletto Box Cutter, Serrated",Office Supplies,32.67
OFF-ST-10004330,"Smead Folders, Single Width",Office Supplies,11.68
OFF-LA-10001924,"Hon Round Labels, Adjustable",Office Supplies,3.04
OFF-AR-10004303,"Stanley Markers, Blue",Office Supplies,19.98
OFF-SU-10001351,"Stiletto Letter Opener, Steel",Office Supplies,25.08
OFF-AP-10000904,"Cuisinart Coffee Grinder, Silver",Office Supplies,32.6688
OFF-AR-10004485,"Sanford Pens, Water Color",Office Supplies,12.852
OFF-AR-10004219,"Sanford Pencil Sharpener, Easy-Erase",Office Supplies,14.8995
OFF-LA-10001719,"Avery Color Coded Labels, 5000 Label Set",Office Supplies,13.68
OFF-ST-10002074,"Tenex Box, Blue",Office Supplies,16.5
OFF-BI-10003181,"Ibico Binder Covers, Recycled",Office Supplies,8.406
OFF-PA-10001736,Xerox 1880,Office Supplies,35.44
TEC-PH-10003215,Jackery Bar Premium Fast-charging Portable Charger,Technology,23.96
FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,17.394
OFF-PA-10001363,Xerox 1933,Office Supplies,12.28
OFF-TEN-10004194,"Tenex File Cart, Single Width",Office Supplies,134.61
OFF-BIC-10001823,"BIC Canvas, Fluorescent",Office Supplies,21.984
OFF-SU-10000320,"Fiskars Shears, High Speed",Office Supplies,25.408
OFF-PA-10004313,"Green Bar Computer Printout Paper, 8.5 x 11",Office Supplies,22.6
OFF-FA-10001175,"OIC Staples, Bulk Pack",Office Supplies,4.536
OFF-LA-10000536,"Smead Color Coded Labels, Laser Printer Compatible",Office Supplies,6.525
